0,1,2,3
Jon Tester,United States Senator,“will vote with Cryin’ Chuck Schumer and Nancy Pelosi - never with us!”,https://twitter.com/realDonaldTrump/status/1053074465150578688
Jon Tester,United States Senator,“The only thing keeping Tester alive is he has millions and millions of dollars from outside liberals and leftists”,https://twitter.com/realDonaldTrump/status/1053076069564071936
Jon Tester,United States Senator,“says one thing to voters and does the EXACT OPPOSITE in Washington”,https://twitter.com/realDonaldTrump/status/1053121500151074817
Jon Tester,United States Senator,“takes his orders form Pelosi & Schumer”,https://twitter.com/realDonaldTrump/status/1053121500151074817
Jon Tester,United States Senator,"“wants to raise your taxes, take away your 2A, open your borders, and deliver MOB RULE”",https://twitter.com/realDonaldTrump/status/1053121500151074817
Stacey Abrams,Candidate for Georgia governor ,“totally unqualified”,https://twitter.com/realDonaldTrump/status/1053657849606234112
Stacey Abrams,Candidate for Georgia governor ,“Would destroy a great state!”,https://twitter.com/realDonaldTrump/status/1053657849606234112
Democrats,,“they want Open Borders and existing weak laws”,https://twitter.com/realDonaldTrump/status/1052883467430694912
Democrats,,“obstructionists”,https://twitter.com/realDonaldTrump/status/1053655992649506821
El Salvador,,“leaders are doing little”,https://twitter.com/realDonaldTrump/status/1052883467430694912
Andrew Gillum,Candidate for Florida governor,“runs one of the worst & most corrupt cities in USA!”,https://twitter.com/realDonaldTrump/status/1053661248217202688
Guatemala,,“leaders are doing little”,https://twitter.com/realDonaldTrump/status/1052883467430694912
Honduras,,“leaders are doing little”,https://twitter.com/realDonaldTrump/status/1052883467430694912
The “mainstream” media,,“FAKE NEWS (of which there is plenty)!”,https://twitter.com/realDonaldTrump/status/1052186219696803841
The “mainstream” media,,“FAKE NEWS!”,https://twitter.com/realDonaldTrump/status/1053336553391452161
NBC News,,“totally and purposely changed the point and meaning of my story”,https://twitter.com/realDonaldTrump/status/1051471737068670977
NBC News,,"“As usual, dishonest reporting”",https://twitter.com/realDonaldTrump/status/1051471737068670977
NBC News,,“Even mainstream media embarrassed!”,https://twitter.com/realDonaldTrump/status/1051471737068670977
Bill Nelson,U.S. senator ,“will destroy Florida”,https://twitter.com/realDonaldTrump/status/1053662989272793089
Beto O’Rourke,Candidate for U.S. Senate ,“wants higher taxes and far more regulations”,https://twitter.com/realDonaldTrump/status/1052527724143763456
Beto O’Rourke,Candidate for U.S. Senate ,“is not in the same league with Ted Cruz”,https://twitter.com/realDonaldTrump/status/1052527724143763456
Beto O’Rourke,Candidate for U.S. Senate ,“a Flake!”,https://twitter.com/realDonaldTrump/status/1052527724143763456
Beto O’Rourke,Candidate for U.S. Senate ,“would blow it all!”,https://twitter.com/realDonaldTrump/status/1052529703800721408
Beto O’Rourke,Candidate for U.S. Senate ,“a total lightweight”,https://twitter.com/realDonaldTrump/status/1053338516501889025
Allegations of collusion between Russia and members of the Trump campaign,,“SCAM”,https://twitter.com/realDonaldTrump/status/1052219253384994816
Allegations of collusion between Russia and members of the Trump campaign,,“WITCH HUNT”,https://twitter.com/realDonaldTrump/status/1052219253384994816
Bernie Sanders,United States senator,“Crazy Bernie”,https://twitter.com/realDonaldTrump/status/1051984061860904960
Bernie Sanders,United States senator,“Disaster!”,https://twitter.com/realDonaldTrump/status/1051984061860904960
Chuck Schumer,United States senator,“Cryin’ Chuck”,https://twitter.com/realDonaldTrump/status/1053074465150578688
Kyrsten Sinema,Candidate for U.S. Senate,“a Nancy Pelosi puppet”,https://twitter.com/realDonaldTrump/status/1053682023066288128
Kyrsten Sinema,Candidate for U.S. Senate,“really bad”,https://twitter.com/realDonaldTrump/status/1053682023066288128
Debbie Stabenow,U.S. senator ,“has been no help”,https://twitter.com/realDonaldTrump/status/1052270676982333442
Debbie Stabenow,U.S. senator ,"“if anything, a major hindrance”",https://twitter.com/realDonaldTrump/status/1052270676982333442
The Steele Dossier,A collection of research memos alleging a multifaceted conspiracy between the Trump campaign and the Russian government,“Fake Dossier”,https://twitter.com/realDonaldTrump/status/1052219253384994816
U.S. immigration policies,,"“horrendous, weak and outdated”",https://twitter.com/realDonaldTrump/status/1052556944068755456
Elizabeth Warren,United States senator,"“Pocahontas (the bad version) , DNA test is useless,  Phony!”",https://twitter.com/realDonaldTrump/status/1052168909665824769
Elizabeth Warren,United States senator,“a scam and a lie”,https://twitter.com/realDonaldTrump/status/1052171444082360320
Elizabeth Warren,United States senator,“fraud”,https://twitter.com/realDonaldTrump/status/1052171444082360320
Elizabeth Warren,United States senator,“amazing con”,https://twitter.com/realDonaldTrump/status/1052171444082360320
Elizabeth Warren,United States senator,“Pocahontas”,https://twitter.com/realDonaldTrump/status/1052173526919196672
Elizabeth Warren,United States senator,“a complete and total Fraud!”,https://twitter.com/realDonaldTrump/status/1052173526919196672
Elizabeth Warren,United States senator,“Her false claim of Indian heritage is only selling to VERY LOW I.Q. individuals!”,https://twitter.com/realDonaldTrump/status/1052387851088867330
Democrats,,“too EXTREME and TOO DANGEROUS to govern”,https://twitter.com/realDonaldTrump/status/1048745061888880640
Conor Lamb,United States congressman,“a Pelosi puppet”,https://twitter.com/realDonaldTrump/status/1051166436029358081
Conor Lamb,United States congressman,“weak on crime”,https://twitter.com/realDonaldTrump/status/1051166436029358081
Amy McGrath,Congressional candidate,"“will NEVER vote for us, only for Pelosi”",https://twitter.com/realDonaldTrump/status/1051168800324931584
Bill Nelson,U.S. senator ,“has been no help!”,https://twitter.com/realDonaldTrump/status/1049776359239643136
The New York Times,,“FAKE NEWS!”,https://twitter.com/realDonaldTrump/status/1050008315286171648
The New York Times,,“Failing”,https://twitter.com/realDonaldTrump/status/1050008315286171648
The New York Times,,“didn’t even put the Brett Kavanaugh victory on the Front Page yesterday-A17!”,https://twitter.com/realDonaldTrump/status/1050008315286171648
Protesters of the appointment of Brett Kavanaugh ,,“paid D.C. protesters”,https://twitter.com/realDonaldTrump/status/1049638803177127936
Protesters of the appointment of Brett Kavanaugh ,,“ready to REALLY protest because they haven’t gotten their checks”,https://twitter.com/realDonaldTrump/status/1049638803177127936
Protesters of the appointment of Brett Kavanaugh ,,“Screamers”,https://twitter.com/realDonaldTrump/status/1049638803177127936
Protesters of the appointment of Brett Kavanaugh ,,“far too obvious”,https://twitter.com/realDonaldTrump/status/1049638803177127936
Protesters of the appointment of Brett Kavanaugh ,,“less professional than anticipated by those paying (or not paying) the bills!”,https://twitter.com/realDonaldTrump/status/1049638803177127936
Democrats,,“have done NOTHING for African-Americans but TALK”,https://twitter.com/realDonaldTrump/status/1046456403651698693
Democrats,,“only thinking Obstruct and Delay”,https://twitter.com/realDonaldTrump/status/1046473870650290176
Democrats,,“VICIOUS AND DESPICABLE”,https://twitter.com/realDonaldTrump/status/1047493831426498561
Democrats,,“mean & despicable”,https://twitter.com/realDonaldTrump/status/1047822816580722690
The “mainstream” media,,“Fake News”,https://twitter.com/realDonaldTrump/status/1048693669870501889
NBC News,,“incorrectly reported (as usual)”,https://twitter.com/realDonaldTrump/status/1046230634103025664
NBC News,,“Please correct your reporting!”,https://twitter.com/realDonaldTrump/status/1046230634103025664
The New York Times,,“Failing”,https://twitter.com/realDonaldTrump/status/1047469711938736128
The New York Times,,"“used the concept of “time value of money” in doing a very old, boring and often told hit piece on me”",https://twitter.com/realDonaldTrump/status/1047469711938736128
The New York Times,,“97% of their stories on me are bad”,https://twitter.com/realDonaldTrump/status/1047469711938736128
The New York Times,,“Never recovered from bad election call!”,https://twitter.com/realDonaldTrump/status/1047469711938736128
“Saturday Night Live”,Television program,“I don’t watch Saturday Night Live (even though I past hosted it)”,https://twitter.com/realDonaldTrump/status/1046443996074127361
“Saturday Night Live”,Television program,“no longer funny”,https://twitter.com/realDonaldTrump/status/1046443996074127361
“Saturday Night Live”,Television program,“no talent or charm”,https://twitter.com/realDonaldTrump/status/1046443996074127361
“Saturday Night Live”,Television program,“just a political ad for the Dems”,https://twitter.com/realDonaldTrump/status/1046443996074127361
Protesters of the appointment of Brett Kavanaugh ,,“very rude”,https://twitter.com/realDonaldTrump/status/1048196883464818688
Protesters of the appointment of Brett Kavanaugh ,,“paid professionals only looking to make Senators look bad”,https://twitter.com/realDonaldTrump/status/1048196883464818688
Protesters of the appointment of Brett Kavanaugh ,,“professionally made identical signs”,https://twitter.com/realDonaldTrump/status/1048196883464818688
Michael Avenatti,Lawyer for Stormy Daniels,“a third rate lawyer who is good at making false accusations”,https://twitter.com/realDonaldTrump/status/1044991766309621760
Michael Avenatti,Lawyer for Stormy Daniels,“just looking for attention”,https://twitter.com/realDonaldTrump/status/1044991766309621760
Michael Avenatti,Lawyer for Stormy Daniels,“a total low-life!”,https://twitter.com/realDonaldTrump/status/1044991766309621760
Richard Blumenthal,United States senator,“fraudulent service in Vietnam”,https://twitter.com/realDonaldTrump/status/1046135994267963392
Richard Blumenthal,United States senator,“Total Phony!”,https://twitter.com/realDonaldTrump/status/1046135994267963392
China,,“placing propaganda ads in the Des Moines Register”,https://twitter.com/realDonaldTrump/status/1045001780092956672
Democrats,,“working hard to destroy a wonderful man”,http://twitter.com/realDonaldTrump/status/1044415685928120321
Democrats,,“playing a high level CON GAME”,https://twitter.com/realDonaldTrump/status/1044782444321361920
Democrats,,“vicious”,https://twitter.com/realDonaldTrump/status/1044782444321361920
Democrats,,"“If the Democrats take control, kiss your newfound wealth goodbye!”",https://twitter.com/realDonaldTrump/status/1041451203442487297
Democrats,,“obstructing Law Enforcement and Border Security”,https://twitter.com/realDonaldTrump/status/1042740913968164864
Democrats,,“radical left wing politicians who don’t want to know the answers”,https://twitter.com/realDonaldTrump/status/1043121858797686785
Democrats,,“just want to destroy and delay”,https://twitter.com/realDonaldTrump/status/1043121858797686785
The “mainstream” media,,“Fake News”,https://twitter.com/realDonaldTrump/status/1041441676949184512
The “mainstream” media,,“hates to discuss the real facts!”,https://twitter.com/realDonaldTrump/status/1041441676949184512
Members of Robert Mueller’s team,,“17 Angry Democrats”,https://twitter.com/realDonaldTrump/status/1041330897948160002
